,0,1,2,3,4,5,6,7,8,9,10
10902,Ursa,Sand King,Lifestealer,Brewmaster,Storm Spirit,Keeper of the Light,Slark,Omniknight,Outworld Devourer,Weaver,1
10903,Shadow Fiend,Storm Spirit,Lifestealer,Lich,Windrunner,Tinker,Drow Ranger,Anti-Mage,Queen of Pain,Nyx Assassin,1
10904,Medusa,Enigma,Troll Warlord,Shadow Demon,Outworld Devourer,Leshrac,Phantom Lancer,Rubick,Pudge,Tinker,1
10905,Tidehunter,Gyrocopter,Morphling,Kunkka,Jakiro,Leshrac,Silencer,Axe,Mirana,Ancient Apparition,2
10906,Tinker,Sven,Phantom Lancer,Batrider,Disruptor,Broodmother,Alchemist,Windrunner,Lifestealer,Chen,1
10907,Tinker,Weaver,Windrunner,Phantom Lancer,Riki,Magnus,Queen of Pain,Lone Druid,Pudge,Gyrocopter,1
10908,Kunkka,Bounty Hunter,Queen of Pain,Witch Doctor,Nyx Assassin,Shadow Fiend,Keeper of the Light,Juggernaut,Sniper,Pudge,2
10909,Sniper,Lina,Nyx Assassin,Brewmaster,Shadow Fiend,Spirit Breaker,Wisp,Nature's Prophet,Pudge,Invoker,2
10910,Troll Warlord,Tiny,Silencer,Pudge,Slardar,Axe,Enigma,Storm Spirit,Timbersaw,Ancient Apparition,1
10911,Phantom Assassin,Vengeful Spirit,Faceless Void,Clinkz,Skeleton King,Mirana,Warlock,Razor,Disruptor,Nature's Prophet,2
10912,Warlock,Zeus,Slardar,Clockwerk,Invoker,Bounty Hunter,Rubick,Centaur Warrunner,Ancient Apparition,Anti-Mage,2
10913,Chaos Knight,Spectre,Axe,Troll Warlord,Wisp,Timbersaw,Windrunner,Enigma,Nyx Assassin,Phantom Assassin,1
10914,Lion,Drow Ranger,Queen of Pain,Juggernaut,Outworld Devourer,Bane,Phantom Lancer,Sand King,Treant Protector,Rubick,1
10915,Pudge,Morphling,Warlock,Bloodseeker,Gyrocopter,Ancient Apparition,Bounty Hunter,Weaver,Tidehunter,Windrunner,2
10916,Rubick,Night Stalker,Spectre,Axe,Clockwerk,Dragon Knight,Spirit Breaker,Bane,Invoker,Huskar,1
10917,Treant Protector,Ogre Magi,Lich,Vengeful Spirit,Gyrocopter,Centaur Warrunner,Meepo,Shadow Fiend,Pugna,Razor,1
10918,Necrolyte,Night Stalker,Storm Spirit,Nyx Assassin,Sven,Shadow Fiend,Alchemist,Jakiro,Invoker,Bounty Hunter,1
10919,Spirit Breaker,Storm Spirit,Weaver,Rubick,Magnus,Tiny,Nyx Assassin,Nature's Prophet,Phantom Lancer,Ogre Magi,2
10920,Chaos Knight,Wisp,Tidehunter,Clockwerk,Templar Assassin,Pudge,Nature's Prophet,Alchemist,Slark,Lone Druid,1
10921,Invoker,Kunkka,Weaver,Nature's Prophet,Dark Seer,Axe,Gyrocopter,Omniknight,Windrunner,Queen of Pain,2
10922,Templar Assassin,Weaver,Crystal Maiden,Nature's Prophet,Beastmaster,Earthshaker,Invoker,Bounty Hunter,Ursa,Gyrocopter,2
10923,Lion,Dragon Knight,Lycanthrope,Pugna,Medusa,Necrolyte,Juggernaut,Kunkka,Rubick,Phantom Lancer,2
10924,Chaos Knight,Kunkka,Visage,Axe,Sniper,Leshrac,Luna,Bloodseeker,Ursa,Nyx Assassin,2
10925,Timbersaw,Doom,Lion,Luna,Meepo,Medusa,Anti-Mage,Vengeful Spirit,Troll Warlord,Weaver,2
10926,Sniper,Chen,Outworld Devourer,Skeleton King,Mirana,Axe,Bounty Hunter,Lone Druid,Centaur Warrunner,Shadow Demon,2
10927,Outworld Devourer,Magnus,Gyrocopter,Pudge,Nature's Prophet,Mirana,Queen of Pain,Riki,Rubick,Axe,1
10928,Sniper,Visage,Leshrac,Nature's Prophet,Axe,Pudge,Phantom Lancer,Death Prophet,Lone Druid,Windrunner,2
10929,Slark,Bounty Hunter,Queen of Pain,Luna,Enigma,Juggernaut,Tidehunter,Lich,Lina,Templar Assassin,2
10930,Shadow Fiend,Juggernaut,Tidehunter,Bloodseeker,Bounty Hunter,Death Prophet,Witch Doctor,Doom,Nyx Assassin,Bane,2
10931,Tiny,Nyx Assassin,Visage,Earthshaker,Queen of Pain,Lycanthrope,Venomancer,Undying,Bounty Hunter,Invoker,2
10932,Bounty Hunter,Nyx Assassin,Jakiro,Storm Spirit,Templar Assassin,Tiny,Sven,Ogre Magi,Broodmother,Luna,1
10933,Broodmother,Luna,Queen of Pain,Clockwerk,Tiny,Dazzle,Phantom Assassin,Rubick,Tinker,Timbersaw,1
10934,Troll Warlord,Alchemist,Sand King,Pudge,Weaver,Phantom Assassin,Juggernaut,Nyx Assassin,Crystal Maiden,Omniknight,2
10935,Sven,Bounty Hunter,Sand King,Shadow Demon,Lina,Dazzle,Tiny,Shadow Fiend,Bloodseeker,Silencer,1
10936,Lion,Dragon Knight,Anti-Mage,Shadow Shaman,Zeus,Sven,Bloodseeker,Batrider,Lich,Wisp,1
10937,Bounty Hunter,Slark,Axe,Keeper of the Light,Invoker,Clinkz,Morphling,Gyrocopter,Shadow Demon,Nature's Prophet,1
10938,Ursa,Pugna,Shadow Fiend,Lich,Pudge,Nature's Prophet,Broodmother,Clockwerk,Tidehunter,Meepo,1
10939,Slark,Queen of Pain,Sniper,Necrolyte,Clockwerk,Anti-Mage,Silencer,Lich,Shadow Fiend,Axe,1
10940,Sniper,Shadow Demon,Bounty Hunter,Leshrac,Templar Assassin,Dark Seer,Invoker,Lifestealer,Omniknight,Axe,2
10941,Pudge,Spirit Breaker,Timbersaw,Naga Siren,Vengeful Spirit,Crystal Maiden,Chaos Knight,Tinker,Magnus,Mirana,2
10942,Lone Druid,Dark Seer,Wisp,Lion,Lina,Clinkz,Phantom Assassin,Drow Ranger,Shadow Shaman,Night Stalker,1
10943,Queen of Pain,Windrunner,Anti-Mage,Night Stalker,Omniknight,Tiny,Troll Warlord,Weaver,Jakiro,Clinkz,1
10944,Windrunner,Night Stalker,Lycanthrope,Disruptor,Skeleton King,Clockwerk,Treant Protector,Drow Ranger,Queen of Pain,Shadow Demon,1
10945,Nyx Assassin,Nature's Prophet,Morphling,Pudge,Bane,Beastmaster,Bounty Hunter,Pugna,Invoker,Alchemist,2
10946,Nature's Prophet,Phantom Assassin,Windrunner,Faceless Void,Lina,Tinker,Bane,Clinkz,Lifestealer,Ursa,2
10947,Shadow Fiend,Anti-Mage,Shadow Shaman,Bounty Hunter,Rubick,Queen of Pain,Doom,Naga Siren,Nyx Assassin,Windrunner,2
10948,Doom,Clinkz,Earthshaker,Drow Ranger,Lich,Visage,Juggernaut,Tiny,Shadow Fiend,Rubick,2
10949,Dragon Knight,Axe,Venomancer,Rubick,Weaver,Pudge,Crystal Maiden,Enchantress,Anti-Mage,Phantom Lancer,2
10950,Nature's Prophet,Windrunner,Sniper,Undying,Queen of Pain,Gyrocopter,Rubick,Anti-Mage,Leshrac,Magnus,1
10951,Slardar,Skeleton King,Pugna,Batrider,Bounty Hunter,Weaver,Rubick,Lifestealer,Queen of Pain,Windrunner,2
10952,Phantom Assassin,Bane,Doom,Templar Assassin,Gyrocopter,Tidehunter,Invoker,Juggernaut,Sven,Dark Seer,1
10953,Invoker,Lifestealer,Disruptor,Pugna,Faceless Void,Pudge,Jakiro,Dragon Knight,Bloodseeker,Windrunner,1
10954,Gyrocopter,Lifestealer,Storm Spirit,Invoker,Disruptor,Tiny,Queen of Pain,Spectre,Sand King,Jakiro,2
10955,Silencer,Tinker,Sniper,Windrunner,Shadow Fiend,Phantom Assassin,Ancient Apparition,Shadow Shaman,Bloodseeker,Templar Assassin,1
10956,Nyx Assassin,Lone Druid,Broodmother,Necrolyte,Shadow Demon,Storm Spirit,Undying,Phantom Lancer,Brewmaster,Tiny,2
10957,Troll Warlord,Spirit Breaker,Death Prophet,Morphling,Axe,Shadow Fiend,Leshrac,Pudge,Bane,Lone Druid,1
10958,Windrunner,Ogre Magi,Slardar,Axe,Pudge,Sven,Viper,Keeper of the Light,Dark Seer,Storm Spirit,2
10959,Pudge,Enigma,Gyrocopter,Clockwerk,Sniper,Tidehunter,Faceless Void,Bane,Slardar,Dazzle,2
10960,Broodmother,Death Prophet,Earthshaker,Shadow Shaman,Beastmaster,Kunkka,Lich,Phantom Lancer,Sniper,Gyrocopter,1
10961,Pugna,Razor,Zeus,Tiny,Shadow Fiend,Wisp,Faceless Void,Crystal Maiden,Queen of Pain,Magnus,1
10962,Broodmother,Razor,Lion,Spectre,Ogre Magi,Death Prophet,Sand King,Medusa,Treant Protector,Mirana,1
10963,Ursa,Slardar,Storm Spirit,Rubick,Sand King,Lifestealer,Queen of Pain,Nyx Assassin,Witch Doctor,Bounty Hunter,2
10964,Chaos Knight,Invoker,Bounty Hunter,Shadow Shaman,Gyrocopter,Magnus,Drow Ranger,Omniknight,Witch Doctor,Disruptor,2
10965,Windrunner,Pudge,Silencer,Chen,Nyx Assassin,Invoker,Rubick,Treant Protector,Magnus,Drow Ranger,1
10966,Sniper,Ancient Apparition,Templar Assassin,Pugna,Beastmaster,Windrunner,Batrider,Anti-Mage,Brewmaster,Leshrac,1
10967,Meepo,Spirit Breaker,Lich,Juggernaut,Shadow Demon,Nature's Prophet,Lycanthrope,Razor,Zeus,Bloodseeker,1
10968,Kunkka,Shadow Demon,Sand King,Magnus,Weaver,Invoker,Juggernaut,Axe,Crystal Maiden,Death Prophet,1
10969,Brewmaster,Enchantress,Lina,Queen of Pain,Lifestealer,Templar Assassin,Meepo,Pugna,Nyx Assassin,Outworld Devourer,1
10970,Bounty Hunter,Invoker,Vengeful Spirit,Drow Ranger,Omniknight,Dragon Knight,Enigma,Anti-Mage,Crystal Maiden,Spirit Breaker,1
10971,Juggernaut,Windrunner,Faceless Void,Lina,Timbersaw,Spectre,Kunkka,Queen of Pain,Doom,Undying,2
10972,Witch Doctor,Slark,Timbersaw,Invoker,Bounty Hunter,Juggernaut,Windrunner,Shadow Fiend,Enigma,Undying,2
10973,Vengeful Spirit,Nyx Assassin,Lifestealer,Chaos Knight,Wisp,Sven,Storm Spirit,Jakiro,Queen of Pain,Enchantress,2
10974,Queen of Pain,Luna,Dark Seer,Lifestealer,Jakiro,Rubick,Warlock,Witch Doctor,Nyx Assassin,Dragon Knight,1
10975,Dragon Knight,Nyx Assassin,Timbersaw,Pudge,Night Stalker,Mirana,Windrunner,Slark,Invoker,Earthshaker,1
10976,Mirana,Doom,Drow Ranger,Visage,Nyx Assassin,Pudge,Crystal Maiden,Dark Seer,Juggernaut,Nature's Prophet,1
10977,Gyrocopter,Batrider,Sniper,Night Stalker,Nyx Assassin,Drow Ranger,Mirana,Morphling,Crystal Maiden,Necrolyte,2
10978,Invoker,Drow Ranger,Bounty Hunter,Clockwerk,Tidehunter,Undying,Brewmaster,Queen of Pain,Shadow Demon,Nature's Prophet,1
10979,Phantom Lancer,Lifestealer,Timbersaw,Crystal Maiden,Leshrac,Phantom Assassin,Outworld Devourer,Silencer,Windrunner,Lich,2
10980,Windrunner,Disruptor,Alchemist,Tidehunter,Templar Assassin,Queen of Pain,Lion,Spectre,Tinker,Luna,1
10981,Lifestealer,Lone Druid,Invoker,Kunkka,Vengeful Spirit,Troll Warlord,Lion,Lina,Anti-Mage,Sniper,2
10982,Omniknight,Disruptor,Pugna,Drow Ranger,Queen of Pain,Kunkka,Riki,Jakiro,Sven,Ancient Apparition,2
10983,Riki,Queen of Pain,Lone Druid,Axe,Dark Seer,Undying,Pudge,Anti-Mage,Nature's Prophet,Visage,2
10984,Zeus,Riki,Necrolyte,Sniper,Alchemist,Silencer,Pudge,Shadow Shaman,Troll Warlord,Nature's Prophet,2
10985,Lone Druid,Dark Seer,Nyx Assassin,Shadow Fiend,Batrider,Lich,Invoker,Windrunner,Ogre Magi,Phantom Lancer,1
10986,Windrunner,Meepo,Beastmaster,Invoker,Medusa,Nature's Prophet,Sand King,Pudge,Wisp,Slardar,2
10987,Necrolyte,Mirana,Tiny,Centaur Warrunner,Lone Druid,Rubick,Lich,Queen of Pain,Phantom Lancer,Undying,1
10988,Dark Seer,Riki,Alchemist,Ogre Magi,Shadow Fiend,Templar Assassin,Beastmaster,Lion,Huskar,Bounty Hunter,1
10989,Pudge,Alchemist,Windrunner,Jakiro,Medusa,Tiny,Batrider,Morphling,Viper,Dazzle,1
10990,Sven,Bounty Hunter,Timbersaw,Storm Spirit,Earthshaker,Lifestealer,Venomancer,Phantom Lancer,Pudge,Nyx Assassin,1
10991,Viper,Slark,Earthshaker,Brewmaster,Enigma,Phantom Lancer,Kunkka,Centaur Warrunner,Juggernaut,Vengeful Spirit,2
10992,Rubick,Silencer,Dark Seer,Earthshaker,Phantom Lancer,Leshrac,Pudge,Sand King,Magnus,Jakiro,2
10993,Alchemist,Storm Spirit,Tidehunter,Pudge,Silencer,Keeper of the Light,Shadow Shaman,Magnus,Queen of Pain,Tiny,1
10994,Shadow Shaman,Lone Druid,Clockwerk,Slark,Clinkz,Dark Seer,Gyrocopter,Pudge,Phantom Lancer,Mirana,1
10995,Ursa,Clinkz,Invoker,Ancient Apparition,Spectre,Drow Ranger,Tiny,Pudge,Night Stalker,Mirana,1
10996,Sand King,Viper,Slardar,Undying,Necrolyte,Mirana,Venomancer,Outworld Devourer,Magnus,Zeus,1
10997,Clockwerk,Queen of Pain,Enigma,Kunkka,Anti-Mage,Witch Doctor,Warlock,Death Prophet,Lone Druid,Faceless Void,1
10998,Viper,Jakiro,Slark,Nature's Prophet,Queen of Pain,Invoker,Timbersaw,Lifestealer,Sniper,Zeus,1
10999,Venomancer,Dragon Knight,Slark,Lion,Drow Ranger,Dark Seer,Invoker,Queen of Pain,Pudge,Phantom Lancer,2
11000,Jakiro,Chen,Windrunner,Magnus,Sven,Gyrocopter,Bane,Undying,Batrider,Brewmaster,2
11001,Nyx Assassin,Lycanthrope,Sand King,Puck,Alchemist,Nature's Prophet,Slark,Phantom Lancer,Juggernaut,Queen of Pain,1
11002,Windrunner,Morphling,Enigma,Earthshaker,Sniper,Nyx Assassin,Razor,Invoker,Spirit Breaker,Nature's Prophet,2
11003,Razor,Venomancer,Luna,Jakiro,Juggernaut,Alchemist,Dark Seer,Slardar,Ancient Apparition,Pudge,2
11004,Ancient Apparition,Naga Siren,Silencer,Bounty Hunter,Lifestealer,Disruptor,Mirana,Nature's Prophet,Pudge,Morphling,1
11005,Kunkka,Lina,Windrunner,Anti-Mage,Brewmaster,Skeleton King,Shadow Fiend,Tiny,Dark Seer,Disruptor,1
11006,Windrunner,Phantom Lancer,Bounty Hunter,Lich,Drow Ranger,Invoker,Weaver,Vengeful Spirit,Nyx Assassin,Necrolyte,2
11007,Phantom Lancer,Clockwerk,Nyx Assassin,Necrolyte,Windrunner,Anti-Mage,Queen of Pain,Crystal Maiden,Silencer,Gyrocopter,1
11008,Mirana,Phantom Lancer,Bane,Invoker,Leshrac,Troll Warlord,Queen of Pain,Dazzle,Chaos Knight,Nature's Prophet,1
11009,Bane,Spectre,Disruptor,Phantom Lancer,Sven,Drow Ranger,Nature's Prophet,Pugna,Chaos Knight,Shadow Shaman,2
11010,Viper,Kunkka,Warlock,Anti-Mage,Disruptor,Doom,Dazzle,Necrolyte,Riki,Invoker,1
11011,Silencer,Nyx Assassin,Zeus,Kunkka,Doom,Pudge,Mirana,Alchemist,Tinker,Rubick,2
11012,Drow Ranger,Sven,Invoker,Warlock,Rubick,Faceless Void,Lion,Clockwerk,Enigma,Shadow Fiend,1
11013,Shadow Shaman,Axe,Kunkka,Phantom Lancer,Queen of Pain,Mirana,Invoker,Beastmaster,Pudge,Shadow Fiend,2
11014,Windrunner,Axe,Sven,Ogre Magi,Sniper,Shadow Fiend,Nature's Prophet,Ancient Apparition,Pudge,Dragon Knight,2
11015,Nyx Assassin,Pugna,Timbersaw,Slardar,Huskar,Troll Warlord,Tinker,Magnus,Tidehunter,Lich,2
11016,Enchantress,Tidehunter,Faceless Void,Centaur Warrunner,Shadow Fiend,Keeper of the Light,Phantom Lancer,Nature's Prophet,Queen of Pain,Windrunner,2
11017,Bane,Dragon Knight,Shadow Fiend,Slark,Shadow Shaman,Templar Assassin,Night Stalker,Weaver,Pudge,Silencer,1
11018,Mirana,Shadow Shaman,Axe,Doom,Invoker,Storm Spirit,Spirit Breaker,Bloodseeker,Pudge,Rubick,1
11019,Troll Warlord,Drow Ranger,Invoker,Tinker,Rubick,Crystal Maiden,Brewmaster,Mirana,Clockwerk,Viper,2
11020,Zeus,Sniper,Necrolyte,Chaos Knight,Drow Ranger,Lifestealer,Queen of Pain,Nature's Prophet,Bounty Hunter,Shadow Shaman,1
11021,Lina,Bane,Riki,Earthshaker,Invoker,Warlock,Sniper,Phantom Assassin,Storm Spirit,Keeper of the Light,1
11022,Slardar,Dragon Knight,Lycanthrope,Sniper,Rubick,Bounty Hunter,Zeus,Timbersaw,Faceless Void,Silencer,2
11023,Magnus,Sniper,Invoker,Earthshaker,Juggernaut,Naga Siren,Warlock,Faceless Void,Crystal Maiden,Pudge,2
11024,Slark,Invoker,Nature's Prophet,Leshrac,Crystal Maiden,Drow Ranger,Huskar,Warlock,Nyx Assassin,Rubick,2
11025,Enigma,Sand King,Dragon Knight,Shadow Shaman,Death Prophet,Rubick,Bounty Hunter,Luna,Invoker,Slark,1
11026,Ancient Apparition,Faceless Void,Skeleton King,Brewmaster,Lone Druid,Necrolyte,Pudge,Bounty Hunter,Rubick,Phantom Assassin,1
11027,Lifestealer,Pudge,Shadow Demon,Bounty Hunter,Queen of Pain,Jakiro,Tiny,Skeleton King,Venomancer,Invoker,2
11028,Earthshaker,Drow Ranger,Invoker,Kunkka,Vengeful Spirit,Phantom Lancer,Keeper of the Light,Visage,Slark,Nature's Prophet,1
11029,Axe,Ancient Apparition,Necrolyte,Phantom Lancer,Dazzle,Meepo,Pudge,Bounty Hunter,Chaos Knight,Keeper of the Light,1
11030,Disruptor,Pudge,Shadow Fiend,Sand King,Slardar,Nyx Assassin,Riki,Crystal Maiden,Lich,Brewmaster,1
11031,Shadow Fiend,Tinker,Nature's Prophet,Riki,Gyrocopter,Lifestealer,Invoker,Crystal Maiden,Lycanthrope,Skeleton King,2
11032,Outworld Devourer,Storm Spirit,Earthshaker,Mirana,Lone Druid,Huskar,Pudge,Tinker,Axe,Death Prophet,2
11033,Viper,Leshrac,Rubick,Troll Warlord,Alchemist,Vengeful Spirit,Sand King,Windrunner,Queen of Pain,Dragon Knight,2
11034,Windrunner,Sven,Pudge,Spirit Breaker,Lina,Puck,Shadow Fiend,Riki,Keeper of the Light,Shadow Demon,2
11035,Skeleton King,Ancient Apparition,Queen of Pain,Ursa,Mirana,Troll Warlord,Slark,Sniper,Shadow Fiend,Jakiro,1
11036,Jakiro,Slardar,Faceless Void,Tiny,Tinker,Ancient Apparition,Pudge,Lifestealer,Rubick,Bounty Hunter,2
11037,Faceless Void,Shadow Demon,Pudge,Jakiro,Luna,Phantom Assassin,Axe,Lion,Nature's Prophet,Phantom Lancer,2
11038,Axe,Juggernaut,Slark,Sand King,Storm Spirit,Drow Ranger,Invoker,Timbersaw,Nyx Assassin,Jakiro,1
11039,Pudge,Sven,Rubick,Storm Spirit,Doom,Silencer,Kunkka,Dark Seer,Nature's Prophet,Disruptor,2
11040,Sand King,Queen of Pain,Tinker,Night Stalker,Anti-Mage,Storm Spirit,Bounty Hunter,Lifestealer,Crystal Maiden,Sven,1
11041,Medusa,Leshrac,Razor,Keeper of the Light,Tinker,Nyx Assassin,Lion,Tiny,Luna,Pudge,1
11042,Zeus,Rubick,Tidehunter,Tinker,Gyrocopter,Enigma,Tiny,Earthshaker,Centaur Warrunner,Faceless Void,1
11043,Windrunner,Earthshaker,Nature's Prophet,Storm Spirit,Night Stalker,Invoker,Enigma,Gyrocopter,Medusa,Dark Seer,1
11044,Dark Seer,Shadow Fiend,Disruptor,Magnus,Lifestealer,Alchemist,Silencer,Outworld Devourer,Bloodseeker,Pudge,1
11045,Clinkz,Ogre Magi,Queen of Pain,Lifestealer,Magnus,Sven,Zeus,Witch Doctor,Windrunner,Axe,1
11046,Pudge,Puck,Rubick,Tidehunter,Anti-Mage,Tinker,Nature's Prophet,Tiny,Windrunner,Shadow Fiend,1
11047,Invoker,Shadow Fiend,Faceless Void,Crystal Maiden,Nature's Prophet,Witch Doctor,Mirana,Venomancer,Kunkka,Keeper of the Light,1
11048,Doom,Rubick,Windrunner,Bounty Hunter,Visage,Enigma,Drow Ranger,Disruptor,Pudge,Shadow Demon,2
11049,Nature's Prophet,Sven,Tinker,Lich,Bounty Hunter,Lone Druid,Enigma,Alchemist,Dark Seer,Undying,2
11050,Ursa,Tiny,Lifestealer,Pudge,Undying,Phantom Lancer,Keeper of the Light,Nature's Prophet,Pugna,Windrunner,2
11051,Doom,Witch Doctor,Naga Siren,Clockwerk,Pudge,Rubick,Chaos Knight,Bounty Hunter,Enigma,Shadow Demon,2
11052,Axe,Dark Seer,Huskar,Wisp,Sven,Bane,Leshrac,Lifestealer,Pudge,Kunkka,2
11053,Venomancer,Anti-Mage,Pudge,Bounty Hunter,Jakiro,Phantom Assassin,Shadow Fiend,Kunkka,Storm Spirit,Keeper of the Light,1
11054,Lion,Weaver,Mirana,Batrider,Windrunner,Morphling,Invoker,Tiny,Clockwerk,Venomancer,1
11055,Nature's Prophet,Chaos Knight,Wisp,Timbersaw,Templar Assassin,Dark Seer,Centaur Warrunner,Queen of Pain,Enigma,Gyrocopter,2
11056,Batrider,Zeus,Troll Warlord,Lone Druid,Enigma,Alchemist,Dragon Knight,Lina,Ancient Apparition,Rubick,1
11057,Phantom Assassin,Nature's Prophet,Shadow Demon,Silencer,Bounty Hunter,Clockwerk,Queen of Pain,Pudge,Faceless Void,Lion,2
11058,Doom,Dark Seer,Naga Siren,Invoker,Lina,Nature's Prophet,Windrunner,Keeper of the Light,Riki,Templar Assassin,1
11059,Shadow Fiend,Templar Assassin,Sven,Kunkka,Magnus,Spirit Breaker,Phantom Assassin,Sniper,Clockwerk,Brewmaster,1
11060,Timbersaw,Phantom Lancer,Queen of Pain,Doom,Alchemist,Naga Siren,Shadow Fiend,Undying,Nature's Prophet,Puck,1
11061,Anti-Mage,Wisp,Pudge,Batrider,Magnus,Faceless Void,Invoker,Ancient Apparition,Clockwerk,Nyx Assassin,1
11062,Queen of Pain,Luna,Death Prophet,Wisp,Rubick,Gyrocopter,Undying,Jakiro,Storm Spirit,Ogre Magi,2
11063,Rubick,Naga Siren,Skeleton King,Visage,Tidehunter,Queen of Pain,Beastmaster,Brewmaster,Puck,Drow Ranger,2
11064,Invoker,Jakiro,Enigma,Razor,Morphling,Witch Doctor,Phantom Lancer,Medusa,Anti-Mage,Dazzle,1
11065,Queen of Pain,Drow Ranger,Crystal Maiden,Axe,Weaver,Meepo,Invoker,Storm Spirit,Windrunner,Undying,1
11066,Kunkka,Pudge,Timbersaw,Dark Seer,Huskar,Dazzle,Alchemist,Nature's Prophet,Windrunner,Bounty Hunter,2
11067,Pugna,Wisp,Undying,Dragon Knight,Phantom Lancer,Windrunner,Jakiro,Clinkz,Earthshaker,Chaos Knight,1
11068,Sniper,Shadow Fiend,Meepo,Naga Siren,Enchantress,Pudge,Lich,Jakiro,Night Stalker,Gyrocopter,2
11069,Juggernaut,Nyx Assassin,Storm Spirit,Dragon Knight,Lycanthrope,Sand King,Invoker,Tinker,Nature's Prophet,Doom,1
11070,Shadow Fiend,Chen,Bane,Omniknight,Bounty Hunter,Drow Ranger,Mirana,Silencer,Invoker,Enigma,1
11071,Invoker,Dazzle,Magnus,Jakiro,Sven,Enchantress,Phantom Lancer,Lone Druid,Batrider,Keeper of the Light,2
11072,Slardar,Batrider,Brewmaster,Bloodseeker,Alchemist,Bounty Hunter,Templar Assassin,Leshrac,Anti-Mage,Silencer,2
11073,Earthshaker,Windrunner,Brewmaster,Nyx Assassin,Anti-Mage,Kunkka,Sniper,Lifestealer,Nature's Prophet,Lina,1
11074,Phantom Lancer,Clockwerk,Necrolyte,Viper,Pudge,Nature's Prophet,Zeus,Ancient Apparition,Wisp,Kunkka,1
11075,Leshrac,Venomancer,Shadow Fiend,Shadow Demon,Weaver,Windrunner,Warlock,Riki,Beastmaster,Nature's Prophet,2
11076,Tinker,Rubick,Magnus,Juggernaut,Necrolyte,Wisp,Outworld Devourer,Clockwerk,Slark,Windrunner,2
11077,Mirana,Invoker,Huskar,Spirit Breaker,Viper,Dark Seer,Slardar,Razor,Pugna,Enigma,2
11078,Magnus,Lifestealer,Jakiro,Ogre Magi,Windrunner,Rubick,Keeper of the Light,Sven,Clinkz,Queen of Pain,1
11079,Lone Druid,Clockwerk,Lich,Windrunner,Storm Spirit,Dark Seer,Luna,Timbersaw,Dragon Knight,Nature's Prophet,1
11080,Nature's Prophet,Axe,Warlock,Sand King,Phantom Assassin,Windrunner,Bane,Phantom Lancer,Pudge,Doom,1
11081,Earthshaker,Sand King,Windrunner,Enigma,Phantom Assassin,Crystal Maiden,Nature's Prophet,Lone Druid,Queen of Pain,Juggernaut,1
11082,Leshrac,Slark,Rubick,Skeleton King,Crystal Maiden,Viper,Beastmaster,Spirit Breaker,Visage,Phantom Assassin,1
11083,Tinker,Ursa,Crystal Maiden,Bounty Hunter,Drow Ranger,Silencer,Batrider,Rubick,Lifestealer,Chen,1
11084,Viper,Centaur Warrunner,Rubick,Phantom Lancer,Puck,Queen of Pain,Lone Druid,Ancient Apparition,Slardar,Axe,1
11085,Timbersaw,Invoker,Shadow Shaman,Juggernaut,Axe,Venomancer,Spirit Breaker,Tidehunter,Rubick,Silencer,2
11086,Shadow Fiend,Sniper,Shadow Demon,Sven,Anti-Mage,Enchantress,Huskar,Nyx Assassin,Pudge,Drow Ranger,2
11087,Earthshaker,Chen,Morphling,Troll Warlord,Rubick,Tiny,Phantom Lancer,Warlock,Kunkka,Invoker,2
11088,Keeper of the Light,Templar Assassin,Viper,Sven,Silencer,Bloodseeker,Spectre,Bounty Hunter,Windrunner,Magnus,2
11089,Batrider,Sven,Bounty Hunter,Doom,Luna,Lich,Venomancer,Skeleton King,Queen of Pain,Sniper,2
11090,Mirana,Kunkka,Riki,Clockwerk,Zeus,Magnus,Omniknight,Viper,Dragon Knight,Troll Warlord,1
11091,Bane,Phantom Assassin,Invoker,Sand King,Rubick,Lich,Meepo,Pudge,Morphling,Shadow Demon,1
11092,Faceless Void,Queen of Pain,Treant Protector,Dark Seer,Nature's Prophet,Axe,Warlock,Invoker,Alchemist,Luna,1
11093,Shadow Demon,Outworld Devourer,Undying,Lich,Pudge,Warlock,Mirana,Centaur Warrunner,Clinkz,Skeleton King,1
11094,Vengeful Spirit,Leshrac,Venomancer,Pudge,Nature's Prophet,Huskar,Juggernaut,Visage,Silencer,Windrunner,2
11095,Leshrac,Slark,Bounty Hunter,Wisp,Nature's Prophet,Pudge,Sand King,Lone Druid,Rubick,Ogre Magi,1
11096,Bounty Hunter,Queen of Pain,Centaur Warrunner,Sven,Lion,Nature's Prophet,Gyrocopter,Bloodseeker,Tidehunter,Crystal Maiden,2
11097,Enigma,Undying,Nyx Assassin,Tidehunter,Morphling,Chaos Knight,Lich,Centaur Warrunner,Brewmaster,Spectre,1
11098,Bounty Hunter,Phantom Assassin,Silencer,Razor,Lion,Dazzle,Keeper of the Light,Troll Warlord,Nature's Prophet,Pudge,2
11099,Lion,Axe,Phantom Lancer,Drow Ranger,Viper,Bounty Hunter,Faceless Void,Pudge,Dragon Knight,Windrunner,2
11100,Death Prophet,Timbersaw,Shadow Fiend,Troll Warlord,Nyx Assassin,Witch Doctor,Medusa,Bloodseeker,Keeper of the Light,Tinker,1
11101,Nature's Prophet,Necrolyte,Drow Ranger,Tidehunter,Queen of Pain,Shadow Fiend,Pugna,Bounty Hunter,Enigma,Rubick,2
